video_index,video_name,frame_index,center_x,center_y,x1,y1,x2,y2,confidence
0,single_car_video_1_speed_1V_1_header.mp4,43,211.67,2170.56,84.18,2089.26,339.16,2251.86,0.8757
0,single_car_video_1_speed_1V_1_header.mp4,44,218.36,2171.01,88.88,2084.11,347.83,2257.91,0.8805
0,single_car_video_1_speed_1V_1_header.mp4,45,220.91,2169.81,103.18,2086.48,338.64,2253.14,0.8761
0,single_car_video_1_speed_1V_1_header.mp4,46,223.81,2170.44,108.14,2088.26,339.48,2252.62,0.8708
0,single_car_video_1_speed_1V_1_header.mp4,47,237.18,2167.82,110.24,2080.26,364.13,2255.39,0.8613
0,single_car_video_1_speed_1V_1_header.mp4,48,239.34,2160.83,114.37,2071.91,364.31,2249.76,0.8702
0,single_car_video_1_speed_1V_1_header.mp4,49,245.86,2160.63,121.39,2069.35,370.34,2251.91,0.8856
0,single_car_video_1_speed_1V_1_header.mp4,50,249.31,2158.88,126.49,2069.36,372.12,2248.4,0.8778
0,single_car_video_1_speed_1V_1_header.mp4,51,259.3,2158.75,131.42,2068.1,387.17,2249.4,0.8776
0,single_car_video_1_speed_1V_1_header.mp4,52,261.26,2156.63,135.04,2068.14,387.48,2245.13,0.8806
0,single_car_video_1_speed_1V_1_header.mp4,53,266.69,2156.11,142.86,2067.23,390.52,2244.99,0.8872
0,single_car_video_1_speed_1V_1_header.mp4,54,271.63,2155.09,152.73,2065.62,390.53,2244.57,0.8759
0,single_car_video_1_speed_1V_1_header.mp4,55,274.16,2155.88,157.07,2067.1,391.26,2244.67,0.8779
0,single_car_video_1_speed_1V_1_header.mp4,56,279.86,2154.65,160.57,2063.36,399.15,2245.93,0.8576
0,single_car_video_1_speed_1V_1_header.mp4,57,287.34,2150.09,164.34,2057.74,410.34,2242.44,0.865
0,single_car_video_1_speed_1V_1_header.mp4,58,291.45,2148.22,166.18,2061.32,416.71,2235.11,0.8059
0,single_car_video_1_speed_1V_1_header.mp4,59,229.09,2146.73,38.24,2056.84,419.94,2236.61,0.7263
0,single_car_video_1_speed_1V_1_header.mp4,59,300.64,2142.52,184.43,2048.82,416.85,2236.22,0.6194
0,single_car_video_1_speed_1V_1_header.mp4,60,307.45,2142.1,188.47,2054.36,426.43,2229.84,0.7996
0,single_car_video_1_speed_1V_1_header.mp4,60,226.38,2144.82,21.73,2057.51,431.04,2232.13,0.5015
0,single_car_video_1_speed_1V_1_header.mp4,61,312.8,2138.54,191.68,2042.43,433.92,2234.65,0.8043
0,single_car_video_1_speed_1V_1_header.mp4,61,221.52,2138.63,8.17,2047.45,434.88,2229.81,0.5534
0,single_car_video_1_speed_1V_1_header.mp4,62,318.2,2137.78,197.38,2044.1,439.01,2231.46,0.8249
0,single_car_video_1_speed_1V_1_header.mp4,62,225.35,2136.66,11.73,2046.91,438.97,2226.41,0.4682
0,single_car_video_1_speed_1V_1_header.mp4,63,322.15,2127.32,204.74,2028.69,439.57,2225.94,0.8699
0,single_car_video_1_speed_1V_1_header.mp4,63,268.31,2129.62,96.68,2039.38,439.95,2219.86,0.3697
0,single_car_video_1_speed_1V_1_header.mp4,64,326.56,2127.54,209.86,2029.83,443.27,2225.25,0.8344
0,single_car_video_1_speed_1V_1_header.mp4,65,335.02,2126.51,218.78,2035.85,451.26,2217.18,0.8521
0,single_car_video_1_speed_1V_1_header.mp4,66,341.02,2122.14,222.83,2037.23,459.21,2207.06,0.8822
0,single_car_video_1_speed_1V_1_header.mp4,67,347.93,2120.71,230.06,2035.54,465.8,2205.89,0.865
0,single_car_video_1_speed_1V_1_header.mp4,68,349.23,2115.7,232.92,2028.58,465.53,2202.83,0.8978
0,single_car_video_1_speed_1V_1_header.mp4,69,354.67,2109.23,234.99,2014.18,474.35,2204.28,0.9137
0,single_car_video_1_speed_1V_1_header.mp4,70,361.65,2108.06,240.06,2012.56,483.23,2203.56,0.9058
0,single_car_video_1_speed_1V_1_header.mp4,71,367.26,2107.97,247.07,2015.3,487.44,2200.64,0.906
0,single_car_video_1_speed_1V_1_header.mp4,72,374.26,2099.69,257.03,2001.81,491.49,2197.58,0.893
0,single_car_video_1_speed_1V_1_header.mp4,73,377.62,2095.74,261.82,1999.68,493.42,2191.81,0.8891
0,single_car_video_1_speed_1V_1_header.mp4,74,380.32,2098.01,266.71,2005.81,493.93,2190.22,0.8876
0,single_car_video_1_speed_1V_1_header.mp4,75,388.54,2087.97,269.31,1984.25,507.78,2191.69,0.8779
0,single_car_video_1_speed_1V_1_header.mp4,76,392.23,2086.89,274.56,1986.49,509.9,2187.29,0.8774
0,single_car_video_1_speed_1V_1_header.mp4,77,398.63,2085.54,284.95,1987.44,512.31,2183.64,0.8679
0,single_car_video_1_speed_1V_1_header.mp4,78,401.33,2081.49,286.79,1982.19,515.87,2180.8,0.8858
0,single_car_video_1_speed_1V_1_header.mp4,79,407.03,2080.95,288.93,1981.51,525.13,2180.38,0.9084
0,single_car_video_1_speed_1V_1_header.mp4,80,413.51,2075.08,294.04,1977.77,532.97,2172.38,0.923
0,single_car_video_1_speed_1V_1_header.mp4,81,420.05,2069.63,301.39,1969.62,538.71,2169.65,0.9278
0,single_car_video_1_speed_1V_1_header.mp4,82,425.63,2066.0,311.14,1966.06,540.11,2165.94,0.9268
0,single_car_video_1_speed_1V_1_header.mp4,83,427.96,2062.89,313.14,1965.14,542.79,2160.64,0.9164
0,single_car_video_1_speed_1V_1_header.mp4,84,431.78,2058.26,318.48,1960.66,545.08,2155.85,0.9066
0,single_car_video_1_speed_1V_1_header.mp4,85,435.0,2054.7,320.63,1955.51,549.37,2153.89,0.9046
0,single_car_video_1_speed_1V_1_header.mp4,86,439.39,2049.23,324.39,1945.98,554.4,2152.47,0.8998
0,single_car_video_1_speed_1V_1_header.mp4,87,446.81,2044.4,330.81,1939.51,562.81,2149.28,0.8936
0,single_car_video_1_speed_1V_1_header.mp4,88,449.77,2041.13,332.4,1936.32,567.14,2145.94,0.8921
0,single_car_video_1_speed_1V_1_header.mp4,89,454.77,2036.83,339.05,1931.97,570.48,2141.7,0.8941
0,single_car_video_1_speed_1V_1_header.mp4,90,458.57,2031.25,343.52,1925.88,573.63,2136.61,0.8996
0,single_car_video_1_speed_1V_1_header.mp4,91,467.67,2027.55,354.2,1922.16,581.14,2132.94,0.9081
0,single_car_video_1_speed_1V_1_header.mp4,92,474.3,2022.24,359.65,1912.65,588.95,2131.83,0.8846
0,single_car_video_1_speed_1V_1_header.mp4,93,477.24,2020.71,361.85,1912.77,592.64,2128.65,0.906
0,single_car_video_1_speed_1V_1_header.mp4,94,481.23,2017.94,367.23,1910.14,595.23,2125.74,0.9079
0,single_car_video_1_speed_1V_1_header.mp4,95,484.34,2012.06,371.4,1906.35,597.29,2117.77,0.9079
0,single_car_video_1_speed_1V_1_header.mp4,96,491.62,2007.89,374.86,1897.73,608.37,2118.06,0.8735
0,single_car_video_1_speed_1V_1_header.mp4,97,496.09,2000.03,379.39,1888.78,612.79,2111.28,0.879
0,single_car_video_1_speed_1V_1_header.mp4,98,502.05,1998.23,388.02,1886.19,616.08,2110.28,0.8873
0,single_car_video_1_speed_1V_1_header.mp4,99,504.96,1994.32,388.81,1880.84,621.11,2107.8,0.8931
0,single_car_video_1_speed_1V_1_header.mp4,100,509.83,1991.58,393.37,1880.75,626.28,2102.42,0.8894
0,single_car_video_1_speed_1V_1_header.mp4,101,514.75,1985.87,399.58,1873.45,629.91,2098.3,0.8952
0,single_car_video_1_speed_1V_1_header.mp4,102,523.39,1983.1,409.8,1874.55,636.97,2091.66,0.8911
0,single_car_video_1_speed_1V_1_header.mp4,103,527.9,1980.02,412.52,1870.7,643.28,2089.33,0.8879
0,single_car_video_1_speed_1V_1_header.mp4,104,530.84,1976.96,414.67,1868.69,647.01,2085.22,0.89
0,single_car_video_1_speed_1V_1_header.mp4,105,536.89,1974.85,423.11,1866.79,650.68,2082.9,0.9085
0,single_car_video_1_speed_1V_1_header.mp4,106,539.85,1972.37,426.58,1865.04,653.12,2079.71,0.9136
0,single_car_video_1_speed_1V_1_header.mp4,107,545.47,1965.41,432.4,1858.97,658.54,2071.85,0.8918
0,single_car_video_1_speed_1V_1_header.mp4,108,550.6,1961.49,435.72,1853.91,665.49,2069.06,0.8819
0,single_car_video_1_speed_1V_1_header.mp4,109,553.07,1959.81,438.26,1851.44,667.87,2068.19,0.8714
0,single_car_video_1_speed_1V_1_header.mp4,110,559.51,1956.9,444.12,1850.59,674.9,2063.21,0.9028
0,single_car_video_1_speed_1V_1_header.mp4,111,564.83,1956.89,449.78,1852.99,679.89,2060.78,0.9078
0,single_car_video_1_speed_1V_1_header.mp4,112,572.28,1952.32,459.39,1846.84,685.18,2057.81,0.8957
0,single_car_video_1_speed_1V_1_header.mp4,113,578.33,1947.52,464.84,1840.09,691.82,2054.94,0.8925
0,single_car_video_1_speed_1V_1_header.mp4,114,582.11,1944.08,468.97,1835.1,695.25,2053.06,0.8813
0,single_car_video_1_speed_1V_1_header.mp4,115,584.86,1939.07,472.14,1832.2,697.58,2045.93,0.8756
0,single_car_video_1_speed_1V_1_header.mp4,116,587.99,1938.3,477.06,1831.79,698.92,2044.81,0.886
0,single_car_video_1_speed_1V_1_header.mp4,117,590.91,1934.77,476.99,1823.13,704.84,2046.41,0.9045
0,single_car_video_1_speed_1V_1_header.mp4,118,596.87,1931.56,481.31,1820.94,712.44,2042.18,0.9106
0,single_car_video_1_speed_1V_1_header.mp4,119,601.72,1924.22,488.16,1819.65,715.28,2028.79,0.9136
0,single_car_video_1_speed_1V_1_header.mp4,120,604.2,1921.58,491.04,1814.9,717.37,2028.25,0.9098
0,single_car_video_1_speed_1V_1_header.mp4,121,610.73,1921.54,495.06,1814.94,726.4,2028.14,0.9074
0,single_car_video_1_speed_1V_1_header.mp4,122,614.06,1917.5,497.74,1810.87,730.37,2024.13,0.9118
0,single_car_video_1_speed_1V_1_header.mp4,123,622.89,1915.29,508.8,1809.63,736.98,2020.94,0.9082
0,single_car_video_1_speed_1V_1_header.mp4,124,629.93,1910.63,517.09,1807.53,742.76,2013.73,0.9165
0,single_car_video_1_speed_1V_1_header.mp4,125,633.3,1906.08,521.03,1806.71,745.57,2005.46,0.9141
0,single_car_video_1_speed_1V_1_header.mp4,126,635.88,1903.97,524.61,1804.13,747.14,2003.81,0.9082
0,single_car_video_1_speed_1V_1_header.mp4,127,639.43,1899.6,527.56,1796.77,751.3,2002.42,0.8952
0,single_car_video_1_speed_1V_1_header.mp4,128,642.03,1894.84,530.94,1792.06,753.12,1997.62,0.868
0,single_car_video_1_speed_1V_1_header.mp4,129,649.87,1891.71,535.11,1784.99,764.62,1998.43,0.8792
0,single_car_video_1_speed_1V_1_header.mp4,130,653.84,1887.75,539.78,1782.1,767.91,1993.4,0.8867
0,single_car_video_1_speed_1V_1_header.mp4,131,658.12,1881.96,545.98,1778.25,770.27,1985.68,0.8891
0,single_car_video_1_speed_1V_1_header.mp4,132,660.93,1879.0,548.99,1776.93,772.87,1981.08,0.8946
0,single_car_video_1_speed_1V_1_header.mp4,133,667.61,1874.5,557.93,1771.38,777.28,1977.62,0.8916
0,single_car_video_1_speed_1V_1_header.mp4,134,671.75,1872.33,561.51,1770.13,781.99,1974.52,0.8865
0,single_car_video_1_speed_1V_1_header.mp4,135,678.27,1868.96,566.65,1763.58,789.88,1974.33,0.8748
0,single_car_video_1_speed_1V_1_header.mp4,136,684.58,1863.69,573.77,1759.69,795.38,1967.7,0.9066
0,single_car_video_1_speed_1V_1_header.mp4,137,688.91,1862.18,577.46,1759.25,800.36,1965.1,0.9172
0,single_car_video_1_speed_1V_1_header.mp4,138,691.69,1860.23,579.26,1756.66,804.12,1963.79,0.9083
0,single_car_video_1_speed_1V_1_header.mp4,139,699.54,1854.89,588.4,1750.63,810.67,1959.15,0.882
0,single_car_video_1_speed_1V_1_header.mp4,140,704.05,1850.92,593.33,1745.1,814.77,1956.75,0.8782
0,single_car_video_1_speed_1V_1_header.mp4,141,707.04,1843.77,596.03,1737.94,818.06,1949.61,0.8704
0,single_car_video_1_speed_1V_1_header.mp4,142,712.35,1838.4,604.72,1733.36,819.97,1943.45,0.8742
0,single_car_video_1_speed_1V_1_header.mp4,143,714.23,1831.71,605.06,1727.42,823.41,1936.0,0.8805
0,single_car_video_1_speed_1V_1_header.mp4,144,722.05,1830.92,617.18,1726.56,826.92,1935.28,0.8856
0,single_car_video_1_speed_1V_1_header.mp4,145,723.78,1825.06,618.25,1719.81,829.31,1930.31,0.8894
0,single_car_video_1_speed_1V_1_header.mp4,146,727.53,1821.92,621.74,1714.32,833.32,1929.53,0.8845
0,single_car_video_1_speed_1V_1_header.mp4,147,735.05,1816.67,626.91,1708.61,843.19,1924.73,0.9006
0,single_car_video_1_speed_1V_1_header.mp4,148,735.13,1811.2,630.45,1706.58,839.82,1915.82,0.9125
0,single_car_video_1_speed_1V_1_header.mp4,149,740.16,1808.04,632.67,1701.35,847.65,1914.74,0.922
0,single_car_video_1_speed_1V_1_header.mp4,150,744.72,1803.85,637.49,1694.45,851.94,1913.25,0.9155
0,single_car_video_1_speed_1V_1_header.mp4,151,749.41,1799.33,643.69,1686.58,855.13,1912.09,0.9036
0,single_car_video_1_speed_1V_1_header.mp4,152,752.06,1796.77,646.69,1684.55,857.44,1908.99,0.8885
0,single_car_video_1_speed_1V_1_header.mp4,153,752.52,1794.43,647.63,1681.6,857.4,1907.27,0.8871
0,single_car_video_1_speed_1V_1_header.mp4,154,756.24,1785.61,652.6,1672.78,859.89,1898.45,0.8813
0,single_car_video_1_speed_1V_1_header.mp4,155,763.53,1779.72,662.76,1670.07,864.3,1889.36,0.8901
0,single_car_video_1_speed_1V_1_header.mp4,156,765.44,1776.02,665.08,1665.07,865.79,1886.98,0.8918
0,single_car_video_1_speed_1V_1_header.mp4,157,766.49,1770.62,666.25,1660.92,866.74,1880.33,0.899
0,single_car_video_1_speed_1V_1_header.mp4,158,768.72,1766.82,668.69,1655.77,868.75,1877.86,0.8951
0,single_car_video_1_speed_1V_1_header.mp4,159,772.36,1762.98,671.62,1649.85,873.09,1876.11,0.8955
0,single_car_video_1_speed_1V_1_header.mp4,160,776.32,1756.63,676.43,1644.6,876.21,1868.66,0.8878
0,single_car_video_1_speed_1V_1_header.mp4,161,779.18,1750.26,680.74,1640.32,877.61,1860.2,0.8923
0,single_car_video_1_speed_1V_1_header.mp4,162,780.55,1744.81,683.39,1631.4,877.71,1858.22,0.894
0,single_car_video_1_speed_1V_1_header.mp4,163,783.17,1742.87,684.86,1629.0,881.49,1856.74,0.8891
0,single_car_video_1_speed_1V_1_header.mp4,164,786.66,1738.96,687.75,1625.68,885.56,1852.24,0.8786
0,single_car_video_1_speed_1V_1_header.mp4,165,790.66,1732.49,694.3,1614.24,887.03,1850.73,0.8968
0,single_car_video_1_speed_1V_1_header.mp4,166,792.98,1728.53,697.05,1611.51,888.9,1845.55,0.9018
0,single_car_video_1_speed_1V_1_header.mp4,167,794.93,1724.01,697.78,1608.71,892.08,1839.31,0.9002
0,single_car_video_1_speed_1V_1_header.mp4,168,797.34,1718.22,703.48,1605.16,891.19,1831.28,0.8992
0,single_car_video_1_speed_1V_1_header.mp4,169,806.71,1711.81,710.31,1600.4,903.11,1823.22,0.904
0,single_car_video_1_speed_1V_1_header.mp4,170,807.45,1706.08,711.87,1593.12,903.04,1819.05,0.9074
0,single_car_video_1_speed_1V_1_header.mp4,171,810.44,1699.59,714.31,1584.88,906.56,1814.29,0.8994
0,single_car_video_1_speed_1V_1_header.mp4,172,812.47,1695.63,716.15,1579.84,908.79,1811.41,0.8877
0,single_car_video_1_speed_1V_1_header.mp4,173,816.64,1692.5,720.88,1577.87,912.39,1807.13,0.873
0,single_car_video_1_speed_1V_1_header.mp4,174,817.55,1686.64,723.91,1570.57,911.19,1802.71,0.8707
0,single_car_video_1_speed_1V_1_header.mp4,175,819.82,1682.7,727.56,1567.85,912.08,1797.56,0.87
0,single_car_video_1_speed_1V_1_header.mp4,176,821.44,1675.01,730.16,1559.23,912.72,1790.79,0.8668
0,single_car_video_1_speed_1V_1_header.mp4,177,824.53,1671.06,735.84,1554.53,913.22,1787.59,0.8548
0,single_car_video_1_speed_1V_1_header.mp4,178,826.05,1667.17,738.62,1550.89,913.48,1783.45,0.8533
0,single_car_video_1_speed_1V_1_header.mp4,179,826.89,1658.79,738.44,1540.28,915.34,1777.3,0.8569
0,single_car_video_1_speed_1V_1_header.mp4,180,827.83,1653.07,737.49,1532.93,918.17,1773.22,0.8606
0,single_car_video_1_speed_1V_1_header.mp4,181,830.86,1649.51,741.74,1530.12,919.98,1768.91,0.8674
0,single_car_video_1_speed_1V_1_header.mp4,182,831.73,1643.02,742.96,1528.37,920.51,1757.67,0.8699
0,single_car_video_1_speed_1V_1_header.mp4,183,832.79,1640.06,744.11,1524.4,921.47,1755.71,0.876
0,single_car_video_1_speed_1V_1_header.mp4,184,834.01,1634.09,746.01,1517.68,922.01,1750.5,0.8771
0,single_car_video_1_speed_1V_1_header.mp4,185,835.38,1629.56,748.66,1513.45,922.1,1745.66,0.8843
0,single_car_video_1_speed_1V_1_header.mp4,186,839.46,1622.89,753.99,1506.12,924.93,1739.65,0.8905
0,single_car_video_1_speed_1V_1_header.mp4,187,842.95,1614.24,761.27,1497.9,924.62,1730.58,0.8869
0,single_car_video_1_speed_1V_1_header.mp4,188,844.11,1608.35,762.89,1489.13,925.32,1727.56,0.8728
0,single_car_video_1_speed_1V_1_header.mp4,189,845.37,1605.0,762.26,1488.19,928.49,1721.81,0.869
0,single_car_video_1_speed_1V_1_header.mp4,190,847.21,1600.48,765.22,1480.63,929.2,1720.33,0.8698
0,single_car_video_1_speed_1V_1_header.mp4,191,848.34,1592.23,767.61,1477.37,929.08,1707.09,0.8414
0,single_car_video_1_speed_1V_1_header.mp4,192,849.62,1589.0,768.89,1473.06,930.34,1704.95,0.8489
0,single_car_video_1_speed_1V_1_header.mp4,193,851.07,1581.9,770.53,1464.25,931.6,1699.55,0.8609
0,single_car_video_1_speed_1V_1_header.mp4,194,853.83,1576.35,779.32,1459.21,928.34,1693.48,0.8485
0,single_car_video_1_speed_1V_1_header.mp4,195,854.45,1572.6,780.0,1455.07,928.89,1690.12,0.8422
0,single_car_video_1_speed_1V_1_header.mp4,196,855.6,1567.62,778.64,1451.45,932.55,1683.79,0.8401
0,single_car_video_1_speed_1V_1_header.mp4,197,855.23,1564.96,778.78,1448.41,931.68,1681.52,0.8609
0,single_car_video_1_speed_1V_1_header.mp4,198,856.33,1557.03,781.91,1442.26,930.76,1671.81,0.8646
0,single_car_video_1_speed_1V_1_header.mp4,199,857.23,1548.34,784.2,1428.6,930.27,1668.09,0.8665
0,single_car_video_1_speed_1V_1_header.mp4,200,856.49,1541.07,784.81,1425.89,928.17,1656.24,0.8209
0,single_car_video_1_speed_1V_1_header.mp4,201,857.79,1537.86,786.87,1422.29,928.71,1653.43,0.8197
0,single_car_video_1_speed_1V_1_header.mp4,202,857.37,1536.11,786.04,1420.55,928.7,1651.66,0.8865
0,single_car_video_1_speed_1V_1_header.mp4,203,858.76,1522.95,788.5,1400.08,929.03,1645.82,0.8523
0,single_car_video_1_speed_1V_1_header.mp4,204,858.25,1522.66,790.99,1406.32,925.51,1638.99,0.825
0,single_car_video_1_speed_1V_1_header.mp4,205,861.22,1516.89,793.57,1400.07,928.88,1633.71,0.8183
0,single_car_video_1_speed_1V_1_header.mp4,206,861.12,1512.15,792.43,1394.52,929.8,1629.78,0.845
0,single_car_video_1_speed_1V_1_header.mp4,207,860.97,1504.59,793.37,1386.29,928.58,1622.89,0.9083
0,single_car_video_1_speed_1V_1_header.mp4,208,859.09,1498.22,794.35,1376.64,923.83,1619.79,0.9071
0,single_car_video_1_speed_1V_1_header.mp4,209,860.43,1492.9,798.26,1372.81,922.59,1612.99,0.8504
0,single_car_video_1_speed_1V_1_header.mp4,210,862.6,1488.71,800.96,1373.86,924.25,1603.55,0.8334
0,single_car_video_1_speed_1V_1_header.mp4,211,863.87,1487.1,803.13,1372.71,924.6,1601.49,0.9306
0,single_car_video_1_speed_1V_1_header.mp4,212,863.27,1476.33,801.1,1357.55,925.44,1595.11,0.8817
0,single_car_video_1_speed_1V_1_header.mp4,213,861.05,1475.83,800.6,1361.21,921.51,1590.44,0.849
0,single_car_video_1_speed_1V_1_header.mp4,214,861.28,1468.48,801.31,1353.58,921.25,1583.38,0.8367
0,single_car_video_1_speed_1V_1_header.mp4,215,864.35,1464.53,804.59,1345.34,924.11,1583.72,0.906
0,single_car_video_1_speed_1V_1_header.mp4,216,862.54,1458.1,805.08,1344.04,920.01,1572.16,0.9586
0,single_car_video_1_speed_1V_1_header.mp4,217,861.13,1449.38,804.68,1330.61,917.58,1568.15,0.9427
0,single_car_video_1_speed_1V_1_header.mp4,218,862.43,1444.71,805.44,1327.64,919.43,1561.79,0.8951
0,single_car_video_1_speed_1V_1_header.mp4,219,862.47,1440.52,805.95,1323.45,918.98,1557.59,0.9087
0,single_car_video_1_speed_1V_1_header.mp4,220,862.4,1437.41,805.88,1321.72,918.93,1553.1,0.938
0,single_car_video_1_speed_1V_1_header.mp4,221,861.78,1431.82,806.32,1318.59,917.25,1545.06,0.9488
0,single_car_video_1_speed_1V_1_header.mp4,222,861.85,1422.75,805.8,1302.75,917.91,1542.74,0.8992
0,single_car_video_1_speed_1V_1_header.mp4,223,861.09,1416.64,806.39,1297.62,915.79,1535.66,0.8417
0,single_car_video_1_speed_1V_1_header.mp4,224,861.8,1413.32,806.06,1296.15,917.54,1530.48,0.9241
0,single_car_video_1_speed_1V_1_header.mp4,225,861.88,1409.13,804.77,1293.42,918.98,1524.85,0.9456
0,single_car_video_1_speed_1V_1_header.mp4,226,861.73,1403.47,804.2,1288.95,919.25,1517.99,0.9444
0,single_car_video_1_speed_1V_1_header.mp4,227,860.85,1397.08,803.02,1279.22,918.69,1514.94,0.9146
0,single_car_video_1_speed_1V_1_header.mp4,228,859.04,1388.99,801.11,1272.04,916.97,1505.95,0.9054
0,single_car_video_1_speed_1V_1_header.mp4,229,859.76,1386.53,800.42,1270.5,919.1,1502.55,0.9142
0,single_car_video_1_speed_1V_1_header.mp4,230,858.05,1383.5,800.23,1269.56,915.86,1497.43,0.9271
0,single_car_video_1_speed_1V_1_header.mp4,231,857.95,1378.27,799.66,1263.03,916.23,1493.51,0.919
0,single_car_video_1_speed_1V_1_header.mp4,232,855.57,1374.47,795.89,1259.87,915.24,1489.06,0.8299
0,single_car_video_1_speed_1V_1_header.mp4,233,854.52,1363.24,796.19,1247.33,912.84,1479.16,0.8674
0,single_car_video_1_speed_1V_1_header.mp4,234,855.26,1359.49,795.0,1244.03,915.51,1474.94,0.9086
