video_index,video_name,frame_index,vehicle_id,associated_road,x,y,state,collision
0,Video_1_new_header.mp4,25,2,1,301.14,763.51,detected,0
0,Video_1_new_header.mp4,26,1,0,807.17,1707.62,detected,0
0,Video_1_new_header.mp4,26,2,1,308.54,772.82,detected,0
0,Video_1_new_header.mp4,27,1,0,810.41,1697.27,detected,0
0,Video_1_new_header.mp4,27,2,1,311.28,780.58,detected,0
0,Video_1_new_header.mp4,27,3,2,37.9,321.84,detected,0
0,Video_1_new_header.mp4,28,1,3,816.82,1688.14,detected,0
0,Video_1_new_header.mp4,28,2,1,314.07,785.57,detected,0
0,Video_1_new_header.mp4,28,3,2,37.9,321.84,predicted,0
0,Video_1_new_header.mp4,29,1,0,821.79,1678.54,detected,0
0,Video_1_new_header.mp4,29,2,1,319.6,791.83,detected,0
0,Video_1_new_header.mp4,29,3,2,39.58,329.81,detected,0
0,Video_1_new_header.mp4,30,1,3,824.95,1663.02,detected,0
0,Video_1_new_header.mp4,30,2,1,323.87,799.4,detected,0
0,Video_1_new_header.mp4,30,3,2,39.58,329.81,predicted,0
0,Video_1_new_header.mp4,31,1,0,828.69,1655.72,detected,0
0,Video_1_new_header.mp4,31,2,1,330.28,805.54,detected,0
0,Video_1_new_header.mp4,31,3,1,55.94,331.01,detected,0
0,Video_1_new_header.mp4,32,1,0,832.29,1645.68,detected,0
0,Video_1_new_header.mp4,32,2,1,336.47,816.22,detected,0
0,Video_1_new_header.mp4,32,3,1,56.15,344.72,detected,0
0,Video_1_new_header.mp4,33,1,0,836.27,1634.08,detected,0
0,Video_1_new_header.mp4,33,2,1,344.55,823.71,detected,0
0,Video_1_new_header.mp4,33,3,1,55.85,349.66,detected,0
0,Video_1_new_header.mp4,34,1,0,839.78,1621.25,detected,0
0,Video_1_new_header.mp4,34,2,1,348.27,829.94,detected,0
0,Video_1_new_header.mp4,34,3,1,57.49,356.58,detected,0
0,Video_1_new_header.mp4,35,1,0,843.92,1609.65,detected,0
0,Video_1_new_header.mp4,35,2,1,349.53,836.58,detected,0
0,Video_1_new_header.mp4,35,3,1,55.74,358.08,detected,0
0,Video_1_new_header.mp4,36,1,3,844.51,1598.34,detected,0
0,Video_1_new_header.mp4,36,2,1,353.4,841.33,detected,0
0,Video_1_new_header.mp4,36,3,2,48.74,361.52,detected,0
0,Video_1_new_header.mp4,37,1,3,851.13,1588.12,detected,0
0,Video_1_new_header.mp4,37,2,1,359.8,851.94,detected,0
0,Video_1_new_header.mp4,37,3,2,49.54,361.34,detected,0
0,Video_1_new_header.mp4,38,1,3,851.6,1578.46,detected,0
0,Video_1_new_header.mp4,38,2,1,366.94,856.83,detected,0
0,Video_1_new_header.mp4,38,3,2,50.57,363.29,detected,0
0,Video_1_new_header.mp4,39,1,0,853.0,1567.81,detected,0
0,Video_1_new_header.mp4,39,2,1,370.13,864.7,detected,0
0,Video_1_new_header.mp4,39,3,2,53.28,365.0,detected,0
0,Video_1_new_header.mp4,40,1,0,856.42,1559.24,detected,0
0,Video_1_new_header.mp4,40,2,1,377.32,873.68,detected,0
0,Video_1_new_header.mp4,40,3,2,53.24,367.76,detected,0
0,Video_1_new_header.mp4,41,1,0,858.03,1545.32,detected,0
0,Video_1_new_header.mp4,41,2,3,382.62,881.06,detected,0
0,Video_1_new_header.mp4,41,3,2,58.55,371.03,detected,0
0,Video_1_new_header.mp4,42,1,0,859.06,1534.01,detected,0
0,Video_1_new_header.mp4,42,2,1,385.39,887.49,detected,0
0,Video_1_new_header.mp4,42,3,1,56.79,379.72,detected,0
0,Video_1_new_header.mp4,43,1,3,859.86,1524.51,detected,0
0,Video_1_new_header.mp4,43,2,1,391.86,893.73,detected,0
0,Video_1_new_header.mp4,43,3,1,56.37,381.74,detected,0
0,Video_1_new_header.mp4,44,1,3,860.43,1513.8,detected,0
0,Video_1_new_header.mp4,44,2,1,394.56,902.76,detected,0
0,Video_1_new_header.mp4,44,3,2,59.46,386.93,detected,0
0,Video_1_new_header.mp4,45,1,3,861.57,1499.8,detected,0
0,Video_1_new_header.mp4,45,2,1,398.3,908.39,detected,0
0,Video_1_new_header.mp4,45,3,2,60.27,386.77,detected,0
0,Video_1_new_header.mp4,46,1,0,861.67,1490.19,detected,0
0,Video_1_new_header.mp4,46,2,1,401.24,914.29,detected,0
0,Video_1_new_header.mp4,46,3,1,63.71,392.88,detected,0
0,Video_1_new_header.mp4,47,1,3,865.22,1480.67,detected,0
0,Video_1_new_header.mp4,47,2,1,408.01,926.16,detected,0
0,Video_1_new_header.mp4,47,3,2,64.86,396.25,detected,0
0,Video_1_new_header.mp4,48,1,3,863.11,1472.1,detected,0
0,Video_1_new_header.mp4,48,2,1,413.09,933.58,detected,0
0,Video_1_new_header.mp4,48,3,2,68.73,397.92,detected,0
0,Video_1_new_header.mp4,49,1,0,865.03,1462.88,detected,0
0,Video_1_new_header.mp4,49,2,1,420.12,940.12,detected,0
0,Video_1_new_header.mp4,49,3,2,69.01,406.25,detected,0
0,Video_1_new_header.mp4,50,1,3,863.02,1446.24,detected,0
0,Video_1_new_header.mp4,50,2,1,424.59,946.2,detected,0
0,Video_1_new_header.mp4,50,3,2,69.6,408.68,detected,0
0,Video_1_new_header.mp4,51,1,0,863.39,1439.8,detected,0
0,Video_1_new_header.mp4,51,2,1,430.42,954.47,detected,0
0,Video_1_new_header.mp4,51,3,2,77.83,412.74,detected,0
0,Video_1_new_header.mp4,52,1,0,862.9,1427.19,detected,0
0,Video_1_new_header.mp4,52,2,1,437.12,961.39,detected,0
0,Video_1_new_header.mp4,52,3,2,78.11,417.25,detected,0
0,Video_1_new_header.mp4,53,1,3,862.69,1415.24,detected,0
0,Video_1_new_header.mp4,53,2,1,442.54,971.86,detected,0
0,Video_1_new_header.mp4,53,3,2,82.31,421.5,detected,0
0,Video_1_new_header.mp4,54,1,3,862.56,1408.62,detected,0
0,Video_1_new_header.mp4,54,2,1,449.63,979.87,detected,0
0,Video_1_new_header.mp4,54,3,2,82.64,424.51,detected,0
0,Video_1_new_header.mp4,55,1,0,861.79,1396.02,detected,0
0,Video_1_new_header.mp4,55,2,1,453.91,986.56,detected,0
0,Video_1_new_header.mp4,55,3,2,84.01,426.8,detected,0
0,Video_1_new_header.mp4,56,1,0,859.98,1386.92,detected,0
0,Video_1_new_header.mp4,56,2,1,457.0,992.14,detected,0
0,Video_1_new_header.mp4,56,3,2,85.34,437.9,detected,0
0,Video_1_new_header.mp4,57,1,0,858.94,1375.6,detected,0
0,Video_1_new_header.mp4,57,2,1,458.98,1001.19,detected,0
0,Video_1_new_header.mp4,57,3,2,89.37,448.7,detected,0
0,Video_1_new_header.mp4,58,1,0,855.44,1362.51,detected,0
0,Video_1_new_header.mp4,58,2,1,465.79,1007.62,detected,0
0,Video_1_new_header.mp4,58,3,2,91.18,440.0,detected,0
0,Video_1_new_header.mp4,59,1,3,856.09,1356.8,detected,0
0,Video_1_new_header.mp4,59,2,1,474.52,1014.98,detected,0
0,Video_1_new_header.mp4,59,3,2,92.55,447.04,detected,0
0,Video_1_new_header.mp4,60,1,0,850.23,1348.67,detected,0
0,Video_1_new_header.mp4,60,2,1,480.28,1025.57,detected,0
0,Video_1_new_header.mp4,60,3,2,95.42,465.76,detected,0
0,Video_1_new_header.mp4,61,1,0,848.43,1336.84,detected,0
0,Video_1_new_header.mp4,61,2,1,484.95,1032.36,detected,0
0,Video_1_new_header.mp4,61,3,2,98.2,471.45,detected,0
0,Video_1_new_header.mp4,62,1,3,846.12,1328.25,detected,0
0,Video_1_new_header.mp4,62,2,1,488.03,1038.05,detected,0
0,Video_1_new_header.mp4,62,3,2,102.5,477.62,detected,0
0,Video_1_new_header.mp4,63,1,3,842.55,1318.44,detected,0
0,Video_1_new_header.mp4,63,2,1,494.7,1046.28,detected,0
0,Video_1_new_header.mp4,63,3,2,105.68,484.95,detected,0
0,Video_1_new_header.mp4,64,1,3,839.59,1306.62,detected,0
0,Video_1_new_header.mp4,64,2,1,499.65,1054.14,detected,0
0,Video_1_new_header.mp4,64,3,2,110.0,497.36,detected,0
0,Video_1_new_header.mp4,65,1,3,836.88,1300.16,detected,0
0,Video_1_new_header.mp4,65,2,1,502.21,1062.93,detected,0
0,Video_1_new_header.mp4,65,3,2,113.92,502.71,detected,0
0,Video_1_new_header.mp4,66,1,3,832.31,1284.74,detected,0
0,Video_1_new_header.mp4,66,2,1,510.36,1068.89,detected,0
0,Video_1_new_header.mp4,66,3,2,122.99,509.73,detected,0
0,Video_1_new_header.mp4,67,1,3,823.62,1279.03,detected,0
0,Video_1_new_header.mp4,67,2,4,512.42,1078.69,detected,0
0,Video_1_new_header.mp4,67,3,1,133.28,518.59,detected,0
0,Video_1_new_header.mp4,68,1,0,820.11,1270.64,detected,0
0,Video_1_new_header.mp4,68,2,4,517.91,1086.99,detected,0
0,Video_1_new_header.mp4,68,3,1,139.98,525.39,detected,0
0,Video_1_new_header.mp4,69,1,0,817.14,1260.39,detected,0
0,Video_1_new_header.mp4,69,2,1,523.33,1092.75,detected,0
0,Video_1_new_header.mp4,69,3,2,143.11,526.5,detected,0
0,Video_1_new_header.mp4,70,1,3,812.32,1250.97,detected,0
0,Video_1_new_header.mp4,70,2,4,533.58,1101.06,detected,0
0,Video_1_new_header.mp4,70,3,2,141.07,534.79,detected,0
0,Video_1_new_header.mp4,71,1,3,810.14,1240.23,detected,0
0,Video_1_new_header.mp4,71,2,4,538.17,1108.8,detected,0
0,Video_1_new_header.mp4,71,3,2,150.61,540.67,detected,0
0,Video_1_new_header.mp4,72,1,3,802.14,1232.58,detected,0
0,Video_1_new_header.mp4,72,2,4,540.73,1116.85,detected,0
0,Video_1_new_header.mp4,72,3,2,163.21,548.91,detected,0
0,Video_1_new_header.mp4,73,1,0,797.44,1226.13,detected,0
0,Video_1_new_header.mp4,73,2,4,545.75,1126.63,detected,0
0,Video_1_new_header.mp4,73,3,2,165.43,555.59,detected,0
0,Video_1_new_header.mp4,74,1,0,790.13,1216.41,detected,0
0,Video_1_new_header.mp4,74,2,1,551.77,1133.81,detected,0
0,Video_1_new_header.mp4,74,3,1,167.58,565.5,detected,0
0,Video_1_new_header.mp4,75,1,3,786.11,1209.5,detected,0
0,Video_1_new_header.mp4,75,2,1,554.58,1139.99,detected,0
0,Video_1_new_header.mp4,75,3,2,173.75,573.11,detected,0
0,Video_1_new_header.mp4,76,1,3,778.73,1200.58,detected,0
0,Video_1_new_header.mp4,76,2,4,560.18,1147.57,detected,0
0,Video_1_new_header.mp4,76,3,1,173.2,576.81,detected,0
0,Video_1_new_header.mp4,77,1,0,774.39,1191.29,detected,0
0,Video_1_new_header.mp4,77,2,4,566.0,1156.99,detected,0
0,Video_1_new_header.mp4,77,3,2,178.14,582.31,detected,0
0,Video_1_new_header.mp4,78,1,0,769.48,1185.91,detected,0
0,Video_1_new_header.mp4,78,2,1,571.21,1166.26,detected,0
0,Video_1_new_header.mp4,78,3,2,182.24,589.53,detected,0
0,Video_1_new_header.mp4,79,1,3,761.79,1179.03,detected,0
0,Video_1_new_header.mp4,79,2,4,580.35,1173.77,detected,0
0,Video_1_new_header.mp4,79,3,2,190.29,597.43,detected,0
0,Video_1_new_header.mp4,80,1,3,754.18,1170.57,detected,0
0,Video_1_new_header.mp4,80,2,1,582.28,1181.22,detected,0
0,Video_1_new_header.mp4,80,3,2,195.99,602.76,detected,0
0,Video_1_new_header.mp4,81,1,3,745.68,1163.66,detected,0
0,Video_1_new_header.mp4,81,2,4,587.07,1187.55,detected,0
0,Video_1_new_header.mp4,81,3,2,199.65,607.42,detected,0
0,Video_1_new_header.mp4,82,1,0,741.94,1156.98,detected,0
0,Video_1_new_header.mp4,82,2,4,593.64,1194.89,detected,0
0,Video_1_new_header.mp4,82,3,1,203.52,614.44,detected,0
0,Video_1_new_header.mp4,83,1,3,735.65,1146.62,detected,0
0,Video_1_new_header.mp4,83,2,4,601.51,1203.9,detected,0
0,Video_1_new_header.mp4,83,3,2,205.17,620.71,detected,0
0,Video_1_new_header.mp4,84,1,0,731.64,1138.81,detected,0
0,Video_1_new_header.mp4,84,2,1,606.54,1213.84,detected,0
0,Video_1_new_header.mp4,84,3,2,209.07,628.63,detected,0
0,Video_1_new_header.mp4,85,1,0,725.89,1128.9,detected,0
0,Video_1_new_header.mp4,85,2,1,612.78,1221.1,detected,0
0,Video_1_new_header.mp4,85,3,1,213.93,634.29,detected,0
0,Video_1_new_header.mp4,86,1,0,722.45,1121.86,detected,0
0,Video_1_new_header.mp4,86,2,4,614.03,1228.82,detected,0
0,Video_1_new_header.mp4,86,3,1,227.84,644.91,detected,0
0,Video_1_new_header.mp4,87,1,0,720.5,1118.9,detected,0
0,Video_1_new_header.mp4,87,2,4,622.76,1236.62,detected,0
0,Video_1_new_header.mp4,87,3,1,230.15,650.35,detected,0
0,Video_1_new_header.mp4,88,1,0,712.36,1107.68,detected,0
0,Video_1_new_header.mp4,88,2,4,625.15,1244.59,detected,0
0,Video_1_new_header.mp4,88,3,1,232.18,659.26,detected,0
0,Video_1_new_header.mp4,89,1,0,703.41,1099.33,detected,0
0,Video_1_new_header.mp4,89,2,4,629.58,1254.39,detected,0
0,Video_1_new_header.mp4,89,3,1,241.67,668.69,detected,0
0,Video_1_new_header.mp4,90,1,3,697.57,1093.28,detected,0
0,Video_1_new_header.mp4,90,2,1,638.26,1260.97,detected,0
0,Video_1_new_header.mp4,90,3,1,247.33,675.51,detected,0
0,Video_1_new_header.mp4,91,1,3,692.3,1084.08,detected,0
0,Video_1_new_header.mp4,91,2,1,643.16,1268.61,detected,0
0,Video_1_new_header.mp4,91,3,1,250.73,678.6,detected,0
0,Video_1_new_header.mp4,92,1,0,688.85,1075.78,detected,0
0,Video_1_new_header.mp4,92,2,4,648.41,1279.42,detected,0
0,Video_1_new_header.mp4,92,3,1,251.18,680.3,detected,0
0,Video_1_new_header.mp4,93,1,0,683.62,1067.59,detected,0
0,Video_1_new_header.mp4,93,2,4,654.59,1286.68,detected,0
0,Video_1_new_header.mp4,93,3,1,256.58,693.16,detected,0
0,Video_1_new_header.mp4,94,1,3,677.15,1061.88,detected,0
0,Video_1_new_header.mp4,94,2,4,661.2,1293.33,detected,0
0,Video_1_new_header.mp4,94,3,1,257.76,701.64,detected,0
0,Video_1_new_header.mp4,95,1,0,672.95,1055.95,detected,0
0,Video_1_new_header.mp4,95,2,4,667.31,1303.24,detected,0
0,Video_1_new_header.mp4,95,3,1,262.97,708.51,detected,0
0,Video_1_new_header.mp4,96,1,0,666.66,1045.86,detected,0
0,Video_1_new_header.mp4,96,2,1,671.68,1309.31,detected,0
0,Video_1_new_header.mp4,96,3,1,274.75,716.11,detected,0
0,Video_1_new_header.mp4,97,1,3,659.07,1039.17,detected,0
0,Video_1_new_header.mp4,97,2,1,674.85,1318.63,detected,0
0,Video_1_new_header.mp4,97,3,1,278.34,724.66,detected,0
0,Video_1_new_header.mp4,98,1,0,656.04,1034.02,detected,0
0,Video_1_new_header.mp4,98,2,4,680.55,1327.36,detected,0
0,Video_1_new_header.mp4,98,3,1,283.38,729.38,detected,0
0,Video_1_new_header.mp4,99,1,0,652.33,1026.55,detected,0
0,Video_1_new_header.mp4,99,2,1,685.5,1335.81,detected,0
0,Video_1_new_header.mp4,99,3,1,288.05,733.68,detected,0
0,Video_1_new_header.mp4,100,1,0,642.77,1013.66,detected,0
0,Video_1_new_header.mp4,100,2,4,692.42,1344.16,detected,0
0,Video_1_new_header.mp4,100,3,1,289.56,741.77,detected,0
0,Video_1_new_header.mp4,101,1,3,640.82,1007.14,detected,0
0,Video_1_new_header.mp4,101,2,4,698.29,1353.06,detected,0
0,Video_1_new_header.mp4,101,3,1,292.18,751.0,detected,0
0,Video_1_new_header.mp4,102,1,0,634.05,1002.7,detected,0
0,Video_1_new_header.mp4,102,2,4,705.73,1364.65,detected,0
0,Video_1_new_header.mp4,102,3,1,296.32,755.87,detected,0
0,Video_1_new_header.mp4,103,1,0,626.94,992.49,detected,0
0,Video_1_new_header.mp4,103,2,4,707.67,1374.19,detected,0
0,Video_1_new_header.mp4,103,3,1,303.15,764.45,detected,0
0,Video_1_new_header.mp4,104,1,0,623.89,986.3,detected,0
0,Video_1_new_header.mp4,104,2,4,710.86,1385.54,detected,0
0,Video_1_new_header.mp4,104,3,1,306.77,773.0,detected,0
0,Video_1_new_header.mp4,105,1,0,617.66,979.35,detected,0
0,Video_1_new_header.mp4,105,2,4,710.59,1393.39,detected,0
0,Video_1_new_header.mp4,105,3,1,310.49,780.5,detected,0
0,Video_1_new_header.mp4,106,1,0,612.55,971.47,detected,0
0,Video_1_new_header.mp4,106,2,4,714.05,1403.29,detected,0
0,Video_1_new_header.mp4,106,3,1,313.94,785.81,detected,0
0,Video_1_new_header.mp4,107,1,0,609.12,963.0,detected,0
0,Video_1_new_header.mp4,107,2,4,714.03,1415.29,detected,0
0,Video_1_new_header.mp4,107,3,1,319.69,792.1,detected,0
0,Video_1_new_header.mp4,108,1,0,603.81,954.11,detected,0
0,Video_1_new_header.mp4,108,2,1,714.83,1425.14,detected,0
0,Video_1_new_header.mp4,108,3,1,323.86,800.32,detected,0
0,Video_1_new_header.mp4,109,1,0,597.21,946.91,detected,0
0,Video_1_new_header.mp4,109,2,1,716.48,1436.0,detected,0
0,Video_1_new_header.mp4,109,3,1,330.61,805.64,detected,0
0,Video_1_new_header.mp4,110,1,0,592.11,941.17,detected,0
0,Video_1_new_header.mp4,110,2,1,716.32,1444.71,detected,0
0,Video_1_new_header.mp4,110,3,1,336.78,815.74,detected,0
0,Video_1_new_header.mp4,111,1,0,586.74,933.66,detected,0
0,Video_1_new_header.mp4,111,2,4,718.66,1459.08,detected,0
0,Video_1_new_header.mp4,111,3,1,343.47,824.22,detected,0
0,Video_1_new_header.mp4,112,1,0,581.01,926.28,detected,0
0,Video_1_new_header.mp4,112,2,4,719.2,1470.09,detected,0
0,Video_1_new_header.mp4,112,3,1,346.56,830.44,detected,0
0,Video_1_new_header.mp4,113,1,0,578.16,914.94,detected,0
0,Video_1_new_header.mp4,113,2,4,721.36,1479.3,detected,0
0,Video_1_new_header.mp4,113,3,1,348.27,834.92,detected,0
0,Video_1_new_header.mp4,114,1,0,571.28,910.99,detected,0
0,Video_1_new_header.mp4,114,2,4,720.27,1487.18,detected,0
0,Video_1_new_header.mp4,114,3,1,352.61,841.04,detected,0
0,Video_1_new_header.mp4,115,1,0,568.59,904.64,detected,0
0,Video_1_new_header.mp4,115,2,4,719.41,1499.77,detected,0
0,Video_1_new_header.mp4,115,3,1,357.46,852.03,detected,0
0,Video_1_new_header.mp4,116,1,0,562.97,892.82,detected,0
0,Video_1_new_header.mp4,116,2,1,715.15,1517.49,detected,0
0,Video_1_new_header.mp4,116,3,1,362.98,857.79,detected,0
0,Video_1_new_header.mp4,117,1,0,555.56,888.34,detected,0
0,Video_1_new_header.mp4,117,2,4,716.56,1523.88,detected,0
0,Video_1_new_header.mp4,117,3,1,369.65,864.92,detected,0
0,Video_1_new_header.mp4,118,1,0,553.72,882.45,detected,0
0,Video_1_new_header.mp4,118,2,4,711.53,1536.73,detected,0
0,Video_1_new_header.mp4,118,3,1,375.86,874.18,detected,0
0,Video_1_new_header.mp4,119,1,0,545.69,876.35,detected,0
0,Video_1_new_header.mp4,119,2,4,710.37,1543.2,detected,0
0,Video_1_new_header.mp4,119,3,3,381.94,881.19,detected,0
0,Video_1_new_header.mp4,120,1,0,540.04,864.77,detected,0
0,Video_1_new_header.mp4,120,2,1,706.69,1556.12,detected,0
0,Video_1_new_header.mp4,120,3,1,385.93,887.43,detected,0
0,Video_1_new_header.mp4,121,1,0,536.76,860.51,detected,0
0,Video_1_new_header.mp4,121,2,1,707.62,1566.34,detected,0
0,Video_1_new_header.mp4,121,3,1,391.22,892.59,detected,0
0,Video_1_new_header.mp4,122,1,0,531.85,853.52,detected,0
0,Video_1_new_header.mp4,122,2,1,706.09,1576.79,detected,0
0,Video_1_new_header.mp4,122,3,1,399.29,903.0,detected,0
0,Video_1_new_header.mp4,123,1,0,524.45,840.0,detected,0
0,Video_1_new_header.mp4,123,2,1,703.33,1586.94,detected,0
0,Video_1_new_header.mp4,123,3,1,399.89,908.66,detected,0
0,Video_1_new_header.mp4,124,1,0,522.89,834.26,detected,0
0,Video_1_new_header.mp4,124,2,4,700.22,1595.73,detected,0
0,Video_1_new_header.mp4,124,3,1,402.05,914.17,detected,0
0,Video_1_new_header.mp4,125,1,0,513.12,830.54,detected,0
0,Video_1_new_header.mp4,125,2,4,696.2,1608.25,detected,0
0,Video_1_new_header.mp4,125,3,1,408.33,926.04,detected,0
0,Video_1_new_header.mp4,126,1,0,510.78,826.23,detected,0
0,Video_1_new_header.mp4,126,2,4,692.82,1621.28,detected,0
0,Video_1_new_header.mp4,126,3,1,410.69,934.09,detected,0
0,Video_1_new_header.mp4,127,1,0,502.46,813.71,detected,0
0,Video_1_new_header.mp4,127,2,4,686.39,1630.73,detected,0
0,Video_1_new_header.mp4,127,3,1,418.82,940.85,detected,0
0,Video_1_new_header.mp4,128,1,0,498.07,808.3,detected,0
0,Video_1_new_header.mp4,128,2,1,676.31,1641.76,detected,0
0,Video_1_new_header.mp4,128,3,1,423.34,946.98,detected,0
0,Video_1_new_header.mp4,129,1,0,495.66,799.83,detected,0
0,Video_1_new_header.mp4,129,2,4,672.96,1650.2,detected,0
0,Video_1_new_header.mp4,129,3,1,427.89,955.41,detected,0
0,Video_1_new_header.mp4,130,1,0,489.24,788.61,detected,0
0,Video_1_new_header.mp4,130,2,4,670.13,1658.62,detected,0
0,Video_1_new_header.mp4,130,3,1,436.63,961.85,detected,0
0,Video_1_new_header.mp4,131,1,0,483.27,783.84,detected,0
0,Video_1_new_header.mp4,131,2,4,665.91,1669.14,detected,0
0,Video_1_new_header.mp4,131,3,1,441.03,971.0,detected,0
0,Video_1_new_header.mp4,132,1,0,475.88,777.43,detected,0
0,Video_1_new_header.mp4,132,2,1,659.57,1680.74,detected,0
0,Video_1_new_header.mp4,132,3,1,449.77,979.53,detected,0
0,Video_1_new_header.mp4,133,1,0,475.33,769.34,detected,0
0,Video_1_new_header.mp4,133,2,4,656.11,1687.85,detected,0
0,Video_1_new_header.mp4,133,3,1,454.22,987.2,detected,0
0,Video_1_new_header.mp4,134,1,0,469.32,760.8,detected,0
0,Video_1_new_header.mp4,134,2,1,649.01,1696.75,detected,0
0,Video_1_new_header.mp4,134,3,1,456.32,992.93,detected,0
0,Video_1_new_header.mp4,135,1,0,463.31,755.65,detected,0
0,Video_1_new_header.mp4,135,2,4,631.48,1707.78,detected,0
0,Video_1_new_header.mp4,135,3,1,459.29,1001.03,detected,0
0,Video_1_new_header.mp4,136,1,0,459.4,750.94,detected,0
0,Video_1_new_header.mp4,136,2,4,626.35,1718.98,detected,0
0,Video_1_new_header.mp4,136,3,1,463.79,1007.35,detected,0
0,Video_1_new_header.mp4,137,1,0,453.49,740.49,detected,0
0,Video_1_new_header.mp4,137,2,4,619.33,1723.58,detected,0
0,Video_1_new_header.mp4,137,3,1,474.06,1014.94,detected,0
0,Video_1_new_header.mp4,138,1,0,448.99,735.12,detected,0
0,Video_1_new_header.mp4,138,2,4,616.03,1735.24,detected,0
0,Video_1_new_header.mp4,138,3,1,479.72,1025.41,detected,0
0,Video_1_new_header.mp4,139,1,0,444.86,728.87,detected,0
0,Video_1_new_header.mp4,139,2,4,605.88,1741.45,detected,0
0,Video_1_new_header.mp4,139,3,1,484.81,1032.52,detected,0
0,Video_1_new_header.mp4,140,1,0,438.56,724.04,detected,0
0,Video_1_new_header.mp4,140,2,1,597.05,1748.36,detected,0
0,Video_1_new_header.mp4,140,3,1,488.96,1038.65,detected,0
0,Video_1_new_header.mp4,141,1,0,434.9,711.61,detected,0
0,Video_1_new_header.mp4,141,2,1,586.95,1757.24,detected,0
0,Video_1_new_header.mp4,141,3,1,494.86,1045.75,detected,0
0,Video_1_new_header.mp4,142,1,0,431.16,705.63,detected,0
0,Video_1_new_header.mp4,142,2,4,580.83,1765.58,detected,0
0,Video_1_new_header.mp4,142,3,1,501.04,1054.27,detected,0
0,Video_1_new_header.mp4,143,1,0,422.48,699.42,detected,0
0,Video_1_new_header.mp4,143,2,1,568.7,1768.44,detected,0
0,Video_1_new_header.mp4,143,3,1,502.24,1062.8,detected,0
0,Video_1_new_header.mp4,144,1,0,421.57,692.89,detected,0
0,Video_1_new_header.mp4,144,2,1,556.12,1778.61,detected,0
0,Video_1_new_header.mp4,144,3,1,509.6,1069.98,detected,0
0,Video_1_new_header.mp4,145,1,0,416.66,684.84,detected,0
0,Video_1_new_header.mp4,145,2,1,546.43,1786.36,detected,0
0,Video_1_new_header.mp4,145,3,4,512.81,1078.22,detected,0
0,Video_1_new_header.mp4,146,1,0,412.33,679.2,detected,0
0,Video_1_new_header.mp4,146,2,1,538.25,1788.91,detected,0
